Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"45590","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","0","Common Platform Enumeration (CPE)","It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
The remote operating system matched the following CPE : 

  cpe:/o:linux:linux_kernel -> Linux Kernel

Following application CPE's matched on the remote system : 

  cpe:/a:igor_sysoev:nginx:1.18.0 -> Nginx
  cpe:/a:nginx:nginx -> Nginx
  cpe:/a:nginx:nginx:1.18.0 -> Nginx
","","","","","None","","","","2010/04/21","2022/05/02","","",""
"46180","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","0","Additional DNS Hostnames","Nessus has detected potential virtual hosts.","Hostnames different from the current hostname have been collected by
miscellaneous plugins. Nessus has generated a list of hostnames that
point to the remote host. Note that these are only the alternate
hostnames for vhosts discovered on a web server.

Different web servers may be hosted on name-based virtual hosts.","If you want to test them, re-scan using the special vhost syntax,
such as :

www.example.com[192.0.32.10]","https://en.wikipedia.org/wiki/Virtual_hosting","The following hostnames point to the remote host :
  - testing.addityar.xyz
","","","","","None","","","","2010/04/29","2020/06/12","","",""
"49704","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","External URLs","Links to external sites were gathered.","Nessus gathered HREF links to external sites by crawling the remote
web server.","n/a","","
16 external URLs were gathered on this web server : 
URL...                                  - Seen on...


https://envoyer.io                      - /
https://fonts.googleapis.com/css2?family=Nunito:wght@400;600;700&display=swap - /
https://forge.laravel.com               - /
https://github.com/sponsors/taylorotwell - /
https://laracasts.com                   - /
https://laravel-news.com/               - /
https://laravel.bigcartel.com           - /
https://laravel.com/docs                - /
https://laravel.com/docs/billing        - /
https://laravel.com/docs/broadcasting   - /
https://laravel.com/docs/dusk           - /
https://laravel.com/docs/horizon        - /
https://laravel.com/docs/sanctum        - /
https://laravel.com/docs/telescope      - /
https://nova.laravel.com                - /
https://vapor.laravel.com               - /
","","","","","None","","","","2010/10/04","2011/08/19","","",""
"50344","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","Missing or Permissive Content-Security-Policy frame-ancestors HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
Content-Security-Policy (CSP) frame-ancestors response header or does
not set one at all.

The CSP frame-ancestors header has been proposed by the W3C Web
Application Security Working Group as a way to mitigate cross-site
scripting and clickjacking attacks.","Set a non-permissive Content-Security-Policy frame-ancestors header
for all requested resources.","http://www.nessus.org/u?55aa8f57
http://www.nessus.org/u?07cc2a06
https://content-security-policy.com/
https://www.w3.org/TR/CSP2/","
The following pages do not set a Content-Security-Policy frame-ancestors response header or set a permissive policy:

  - https://ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com/
","","","","","None","","","","2010/10/26","2021/01/19","","",""
"50345","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","Missing or Permissive X-Frame-Options HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
X-Frame-Options response header or does not set one at all.

The X-Frame-Options header has been proposed by Microsoft as a way to
mitigate clickjacking attacks and is currently supported by all major
browser vendors","Set a properly configured X-Frame-Options header for all requested
resources.","https://en.wikipedia.org/wiki/Clickjacking
http://www.nessus.org/u?399b1f56","
The following pages do not set a X-Frame-Options response header or set a permissive policy:

  - https://ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com/
","","","","","None","","","","2010/10/26","2021/01/19","","",""
"51192","","6.4","Medium","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","SSL Certificate Cannot Be Trusted","The SSL certificate for this service cannot be trusted.","The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.","Purchase or generate a proper SSL certificate for this service.","https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : C=US/O=Internet Security Research Group/CN=ISRG Root X1
|-Issuer  : O=Digital Signature Trust Co./CN=DST Root CA X3
","","6.5","","","Medium","","","","2010/12/15","2020/04/27","","",""
"54615","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","","Remote device type : general-purpose
Confidence level : 65
","","","","","None","","","","2011/05/23","2011/05/23","","",""
"56984","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","SSL / TLS Versions Supported","The remote service encrypts communications.","This plugin detects which SSL and TLS versions are supported by the
remote service for encrypting communications.","n/a","","
This port supports TLSv1.3/TLSv1.2.
","","","","","None","","","","2011/12/01","2021/02/03","","",""
"57041","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","SSL Perfect Forward Secrecy Cipher Suites Supported","The remote service supports the use of SSL Perfect Forward Secrecy
ciphers, which maintain confidentiality even if the key is stolen.","The remote host supports the use of SSL ciphers that offer Perfect
Forward Secrecy (PFS) encryption.  These cipher suites ensure that
recorded SSL traffic cannot be broken at a future date if the server's
private key is compromised.","n/a","https://www.openssl.org/docs/manmaster/man1/ciphers.html
https://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange
https://en.wikipedia.org/wiki/Perfect_forward_secrecy","
Here is the list of SSL PFS ciphers supported by the remote server :

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DHE-RSA-AES128-SHA256         0x00, 0x9E       DH            RSA      AES-GCM(128)           SHA256
    DHE-RSA-AES256-SHA384         0x00, 0x9F       DH            RSA      AES-GCM(256)           SHA384
    ECDHE-RSA-AES128-SHA256       0xC0, 0x2F       ECDH          RSA      AES-GCM(128)           SHA256
    ECDHE-RSA-AES256-SHA384       0xC0, 0x30       ECDH          RSA      AES-GCM(256)           SHA384
    ECDHE-RSA-CHACHA20-POLY1305   0xCC, 0xA8       ECDH          RSA      ChaCha20-Poly1305(256) SHA256
    ECDHE-RSA-AES128-SHA          0xC0, 0x13       ECDH          RSA      AES-CBC(128)           SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
","","","","","None","","","","2011/12/07","2021/03/09","","",""
"62564","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","TLS Next Protocols Supported","The remote service advertises one or more protocols as being supported
over TLS.","This script detects which protocols are advertised by the remote
service to be encapsulated by TLS connections.

Note that Nessus did not attempt to negotiate TLS sessions with the
protocols shown.  The remote service may be falsely advertising these
protocols and / or failing to advertise other supported protocols.","n/a","https://tools.ietf.org/html/draft-agl-tls-nextprotoneg-04
https://technotes.googlecode.com/git/nextprotoneg.html","
The target advertises that the following protocols are
supported over SSL / TLS:

  http/1.1
","","","","","None","","","","2012/10/16","2022/04/11","","",""
"66334","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","0","Patch Report","The remote host is missing several patches.","The remote host is missing one or more security patches. This plugin lists the newest version of each patch to install 
to make sure the remote host is up-to-date.

Note: Because the 'Show missing patches that have been superseded' setting in your scan policy depends on this plugin,
it will always run and cannot be disabled.","Install the patches listed below.","","

. You need to take the following action :

[ nginx 0.6.x < 1.20.1 1-Byte Memory Overwrite RCE (150154) ]

+ Action to take : Upgrade to nginx 1.20.1 or later.


","","","","","None","","","","2013/07/08","2022/05/10","","",""
"69826","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","HTTP Cookie 'secure' Property Transport Mismatch","The remote web server sent out a cookie with a secure property that
does not match the transport on which it was sent.","The remote web server sends out cookies to clients with a 'secure'
property that does not match the transport, HTTP or HTTPS, over which
they were received.  This may occur in two forms :

  1. The cookie is sent over HTTP, but has the 'secure'
     property set, indicating that it should only be sent
     over a secure, encrypted transport such as HTTPS.
     This should not happen.

  2. The cookie is sent over HTTPS, but has no 'secure'
     property set, indicating that it may be sent over both
     HTTP and HTTPS transports. This is common, but care
     should be taken to ensure that the 'secure' property
     not being set is deliberate.","n/a","https://tools.ietf.org/html/rfc6265","
The following cookies do not have the 'secure' property enabled, despite being served over HTTPS :
  
  Domain   : 
  Path     : /
  Name     : XSRF-TOKEN
  Value    : eyJpdiI6IjZDZVh2K1Z4SW5rNlFSMWthS2I0TXc9PSIsInZhbHVlIjoiQ1U0WExUTGdlN3Z4N2ZGSmszZ0NvZkRpaFM5OTE1Q1p5dU5PWWpNNXpGVUZuMks3NGNCWjR5bE1tVjRMVitnVkNLeXZsMDdkTWlWRFFlOXptUk1wS1BLTHF3bTRRZFp5dWVQeFJBVTJ6NHlaY3dQMmNpU2RDdjBObjU2SWxtRmUiLCJtYWMiOiI5MTdiMjY2MWFhYTBmMDUxODNkYjU1ODQzNzJkMWIzY2VhYjE3MmE5MTBkMTFhOWNjMWI0ZWE5NjFmM2MxNmMzIn0%3D
  Secure   : false
  HttpOnly : false

  Domain   : 
  Path     : /
  Name     : laravel_session
  Value    : eyJpdiI6Imd4Q0VXTUJzZGZ0eTFaSDU2QVlBdVE9PSIsInZhbHVlIjoieGMrVHFKODRKenlQaHZ1TytpV3NYbG5vT1JwNUNmVlZURVJoYjJWMEY3Q1lKQTh0N1hSZnY0ekNndnZZV1lwbnVhZ3MzMmNOS3RZWDVsUkZpc28zdjgyUVprUFM4YnlzQjAyL1gyNmNPRC9oa2lDMHBPLzVOYkdYVm1aQ01BVVgiLCJtYWMiOiI4YjU2NTJjYmNjYjgwODUwNmFiMDU5OTM2ZDUwZWNkMjFiNTE0NDBjNzA1MzlhYzhhOGI0ODY3ZTY3NTAzYjFiIn0%3D
  Secure   : false
  HttpOnly : true
","","","","","None","","","","2013/09/10","2021/12/20","","",""
"70544","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","SSL Cipher Block Chaining Cipher Suites Supported","The remote service supports the use of SSL Cipher Block Chaining
ciphers, which combine previous blocks with subsequent ones.","The remote host supports the use of SSL ciphers that operate in Cipher
Block Chaining (CBC) mode.  These cipher suites offer additional
security over Electronic Codebook (ECB) mode, but have the potential to
leak information if used improperly.","n/a","https://www.openssl.org/docs/manmaster/man1/ciphers.html
http://www.nessus.org/u?cc4a822a
https://www.openssl.org/~bodo/tls-cbc.txt","
Here is the list of SSL CBC ciphers supported by the remote server :

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    ECDHE-RSA-AES128-SHA          0xC0, 0x13       ECDH          RSA      AES-CBC(128)           SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
","","","","","None","","","","2013/10/22","2021/02/03","","",""
"83298","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","SSL Certificate Chain Contains Certificates Expiring Soon","The remote host has an SSL certificate chain with one or more
certificates that are going to expire soon.","The remote host has an SSL certificate chain with one or more SSL
certificates that are going to expire soon. Failure to renew these
certificates before the expiration date may result in denial of
service for users.","Renew any soon to expire SSL certificates.","","
The following soon to expire certificate was part of the certificate
chain sent by the remote host :

|-Subject   : CN=testing.addityar.xyz
|-Not After : Jun 29 03:41:10 2022 GMT
","","","","","None","","","","2015/05/08","2015/05/08","","",""
"84239","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","0","Debugging Log Report","This plugin gathers the logs written by other plugins and reports
them.","Logs generated by other plugins are reported by this plugin. Plugin
debugging must be enabled in the policy in order for this plugin
to run.","n/a","","Plugin debug log(s) have been attached.","","","","","None","","","","2015/06/17","2022/04/25","","",""
"84502","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","HSTS Missing From HTTPS Server","The remote web server is not enforcing HSTS.","The remote HTTPS server is not enforcing HTTP Strict Transport Security (HSTS). 
HSTS is an optional response header that can be configured on the server to instruct 
the browser to only communicate via HTTPS. The lack of HSTS allows downgrade attacks,
SSL-stripping man-in-the-middle attacks, and weakens cookie-hijacking protections.","Configure the remote web server to use HSTS.","https://tools.ietf.org/html/rfc6797","
  The remote HTTPS server does not send the HTTP
  ""Strict-Transport-Security"" header.
","","","","","None","","","","2015/07/02","2021/05/19","","",""
"85601","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","80","Web Application Cookies Not Marked HttpOnly","HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.","https://www.owasp.org/index.php/HttpOnly","
The following cookie does not set the HttpOnly cookie flag :

Name : XSRF-TOKEN
Path : /
Value : eyJpdiI6IjZDZVh2K1Z4SW5rNlFSMWthS2I0TXc9PSIsInZhbHVlIjoiQ1U0WExUTGdlN3Z4N2ZGSmszZ0NvZkRpaFM5OTE1Q1p5dU5PWWpNNXpGVUZuMks3NGNCWjR5bE1tVjRMVitnVkNLeXZsMDdkTWlWRFFlOXptUk1wS1BLTHF3bTRRZFp5dWVQeFJBVTJ6NHlaY3dQMmNpU2RDdjBObjU2SWxtRmUiLCJtYWMiOiI5MTdiMjY2MWFhYTBmMDUxODNkYjU1ODQzNzJkMWIzY2VhYjE3MmE5MTBkMTFhOWNjMWI0ZWE5NjFmM2MxNmMzIn0%3D
Domain : 
Version : 1
Expires : Sat, 14-May-2022 22:20:39 GMT
Comment : 
Secure : 0
Httponly : 0
Port : 

","","","","","None","","CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990","","2015/08/24","2015/08/24","","",""
"85601","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","Web Application Cookies Not Marked HttpOnly","HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.","https://www.owasp.org/index.php/HttpOnly","
The following cookie does not set the HttpOnly cookie flag :

Name : XSRF-TOKEN
Path : /
Value : eyJpdiI6IjZDZVh2K1Z4SW5rNlFSMWthS2I0TXc9PSIsInZhbHVlIjoiQ1U0WExUTGdlN3Z4N2ZGSmszZ0NvZkRpaFM5OTE1Q1p5dU5PWWpNNXpGVUZuMks3NGNCWjR5bE1tVjRMVitnVkNLeXZsMDdkTWlWRFFlOXptUk1wS1BLTHF3bTRRZFp5dWVQeFJBVTJ6NHlaY3dQMmNpU2RDdjBObjU2SWxtRmUiLCJtYWMiOiI5MTdiMjY2MWFhYTBmMDUxODNkYjU1ODQzNzJkMWIzY2VhYjE3MmE5MTBkMTFhOWNjMWI0ZWE5NjFmM2MxNmMzIn0%3D
Domain : 
Version : 1
Expires : Sat, 14-May-2022 22:20:39 GMT
Comment : 
Secure : 0
Httponly : 0
Port : 

","","","","","None","","CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990","","2015/08/24","2015/08/24","","",""
"85602","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","80","Web Application Cookies Not Marked Secure","HTTP session cookies might be transmitted in cleartext.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, there are
instances where the application is running over unencrypted HTTP or
the cookies are not marked 'secure', meaning the browser could send
them back over an unencrypted link under certain circumstances. As a
result, it may be possible for a remote attacker to intercept these
cookies.

Note that this plugin detects all general cookies missing the 'secure'
cookie flag, whereas plugin 49218 (Web Application Session Cookies
Not Marked Secure) will only detect session cookies from an
authenticated session missing the secure cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, ensure all communication occurs over an encrypted channel
and add the 'secure' attribute to all session cookies or any cookies
containing sensitive data.","https://www.owasp.org/index.php/SecureFlag","
The following cookies do not set the secure cookie flag :

Name : laravel_session
Path : /
Value : eyJpdiI6Imd4Q0VXTUJzZGZ0eTFaSDU2QVlBdVE9PSIsInZhbHVlIjoieGMrVHFKODRKenlQaHZ1TytpV3NYbG5vT1JwNUNmVlZURVJoYjJWMEY3Q1lKQTh0N1hSZnY0ekNndnZZV1lwbnVhZ3MzMmNOS3RZWDVsUkZpc28zdjgyUVprUFM4YnlzQjAyL1gyNmNPRC9oa2lDMHBPLzVOYkdYVm1aQ01BVVgiLCJtYWMiOiI4YjU2NTJjYmNjYjgwODUwNmFiMDU5OTM2ZDUwZWNkMjFiNTE0NDBjNzA1MzlhYzhhOGI0ODY3ZTY3NTAzYjFiIn0%3D
Domain : 
Version : 1
Expires : Sat, 14-May-2022 22:20:39 GMT
Comment : 
Secure : 0
Httponly : 1
Port : 


Name : XSRF-TOKEN
Path : /
Value : eyJpdiI6IjZDZVh2K1Z4SW5rNlFSMWthS2I0TXc9PSIsInZhbHVlIjoiQ1U0WExUTGdlN3Z4N2ZGSmszZ0NvZkRpaFM5OTE1Q1p5dU5PWWpNNXpGVUZuMks3NGNCWjR5bE1tVjRMVitnVkNLeXZsMDdkTWlWRFFlOXptUk1wS1BLTHF3bTRRZFp5dWVQeFJBVTJ6NHlaY3dQMmNpU2RDdjBObjU2SWxtRmUiLCJtYWMiOiI5MTdiMjY2MWFhYTBmMDUxODNkYjU1ODQzNzJkMWIzY2VhYjE3MmE5MTBkMTFhOWNjMWI0ZWE5NjFmM2MxNmMzIn0%3D
Domain : 
Version : 1
Expires : Sat, 14-May-2022 22:20:39 GMT
Comment : 
Secure : 0
Httponly : 0
Port : 

","","","","","None","","CWE:522;CWE:718;CWE:724;CWE:928;CWE:930","","2015/08/24","2015/08/24","","",""
"85602","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","Web Application Cookies Not Marked Secure","HTTP session cookies might be transmitted in cleartext.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, there are
instances where the application is running over unencrypted HTTP or
the cookies are not marked 'secure', meaning the browser could send
them back over an unencrypted link under certain circumstances. As a
result, it may be possible for a remote attacker to intercept these
cookies.

Note that this plugin detects all general cookies missing the 'secure'
cookie flag, whereas plugin 49218 (Web Application Session Cookies
Not Marked Secure) will only detect session cookies from an
authenticated session missing the secure cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, ensure all communication occurs over an encrypted channel
and add the 'secure' attribute to all session cookies or any cookies
containing sensitive data.","https://www.owasp.org/index.php/SecureFlag","
The following cookies do not set the secure cookie flag :

Name : laravel_session
Path : /
Value : eyJpdiI6Imd4Q0VXTUJzZGZ0eTFaSDU2QVlBdVE9PSIsInZhbHVlIjoieGMrVHFKODRKenlQaHZ1TytpV3NYbG5vT1JwNUNmVlZURVJoYjJWMEY3Q1lKQTh0N1hSZnY0ekNndnZZV1lwbnVhZ3MzMmNOS3RZWDVsUkZpc28zdjgyUVprUFM4YnlzQjAyL1gyNmNPRC9oa2lDMHBPLzVOYkdYVm1aQ01BVVgiLCJtYWMiOiI4YjU2NTJjYmNjYjgwODUwNmFiMDU5OTM2ZDUwZWNkMjFiNTE0NDBjNzA1MzlhYzhhOGI0ODY3ZTY3NTAzYjFiIn0%3D
Domain : 
Version : 1
Expires : Sat, 14-May-2022 22:20:39 GMT
Comment : 
Secure : 0
Httponly : 1
Port : 


Name : XSRF-TOKEN
Path : /
Value : eyJpdiI6IjZDZVh2K1Z4SW5rNlFSMWthS2I0TXc9PSIsInZhbHVlIjoiQ1U0WExUTGdlN3Z4N2ZGSmszZ0NvZkRpaFM5OTE1Q1p5dU5PWWpNNXpGVUZuMks3NGNCWjR5bE1tVjRMVitnVkNLeXZsMDdkTWlWRFFlOXptUk1wS1BLTHF3bTRRZFp5dWVQeFJBVTJ6NHlaY3dQMmNpU2RDdjBObjU2SWxtRmUiLCJtYWMiOiI5MTdiMjY2MWFhYTBmMDUxODNkYjU1ODQzNzJkMWIzY2VhYjE3MmE5MTBkMTFhOWNjMWI0ZWE5NjFmM2MxNmMzIn0%3D
Domain : 
Version : 1
Expires : Sat, 14-May-2022 22:20:39 GMT
Comment : 
Secure : 0
Httponly : 0
Port : 

","","","","","None","","CWE:522;CWE:718;CWE:724;CWE:928;CWE:930","","2015/08/24","2015/08/24","","",""
"88099","","5.0","Medium","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","80","Web Server HTTP Header Information Disclosure","The remote web server discloses information via HTTP headers.","The HTTP headers sent by the remote web server disclose information
that can aid an attacker, such as the server version and languages
used by the web server.","Modify the HTTP headers of the web server to not disclose detailed
information about the underlying web server.","","
 Server type     : NGINX
 Server version  : 1.18.0 (Ubuntu)
 Source          : nginx/1.18.0 (Ubuntu)
","","5.3","","","Medium","","","","2016/01/22","2019/04/30","","",""
"88490","","5.0","Medium","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","80","Web Server Error Page Information Disclosure","The remote web server discloses information via a default error page.","The default error page sent by the remote web server discloses
information that can aid an attacker, such as the server version and
languages used by the web server.","Modify the web server to not disclose detailed information about the
underlying web server, or use a custom error page instead.","","
  Server Type    : NGINX
  Server Version : 1.18.0 (Ubuntu)
  Source         : http://ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com/hJCqGsp9
","","5.3","","","Medium","","","","2016/01/29","2022/04/11","","",""
"91815","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","Web Application Sitemap","The remote web server hosts linkable content that can be crawled by
Nessus.","The remote web server contains linkable content that can be used to
gather information about a target.","n/a","http://www.nessus.org/u?5496c8d9","
The following sitemap was created from crawling linkable content on the target host :

  - https://ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com/

Attached is a copy of the sitemap file.
","","","","","None","","","","2016/06/24","2016/06/24","","",""
"106374","","5.0","Medium","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","80","Default nginx HTTP Server Settings","The remote web server contains default setting and/or files.","The remote webserver contains default settings such as enabled
server tokens and/or default files such as the default index or
error pages. These items could potentially leak useful
information about the server installation.","Disable server tokens. Review the files and replace or delete
as needed.","https://www.owasp.org/index.php/SCG_WS_nginx","
Nessus found the following default settings/files:

- Server Tokens are enabled
- Default 404 error page
","","5.3","","","Medium","","","","2018/01/26","2022/04/11","","",""
"106375","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","80","nginx HTTP Server Detection","The nginx HTTP server was detected on the remote host.","Nessus was able to detect the nginx HTTP server by looking at
the HTTP banner on the remote host.","n/a","https://nginx.org/","
  URL     : http://ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com/
  Version : 1.18.0
  os      : Ubuntu
  source  : Server: nginx/1.18.0 (Ubuntu)
","","","","","None","","IAVT:0001-T-0677","","2018/01/26","2021/04/07","","",""
"106375","","","None","ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com","tcp","443","nginx HTTP Server Detection","The nginx HTTP server was detected on the remote host.","Nessus was able to detect the nginx HTTP server by looking at
the HTTP banner on the remote host.","n/a","https://nginx.org/","
  URL     : https://ec2-54-169-76-206.ap-southeast-1.compute.amazonaws.com/
  Version : unknown
  source  : Server: nginx
","","","","","None","","IAVT:0001-T-0677","","2018/01/26","2021/04/07","","",""
